DistanceFromVenue,Availability,InterestLevel,RelationshipWithHost,SocialCircleAttendance,MaritalStatus,PersonalInvitation,WeatherForecast,PreviousAttendance,TransportationAvailability,WillAttend
38,1,8,4,82,0,0,0,1,1,1
47,0,1,9,5,0,1,0,0,0,1
3,1,8,7,73,0,1,0,1,0,1
38,1,3,8,36,0,1,1,0,0,1
3,1,9,3,11,0,1,1,1,1,1
30,0,2,3,80,0,0,1,0,0,1
1,1,10,7,90,0,0,0,1,1,1
30,1,9,8,1,1,0,0,1,1,1
45,1,6,5,52,1,0,0,1,0,1
32,1,1,1,24,1,1,1,1,1,1
28,1,5,3,27,1,1,1,1,1,1
21,0,10,5,44,1,1,0,1,0,1
46,0,9,3,36,0,0,0,0,1,1
13,1,6,1,100,0,0,1,1,1,1
27,1,7,7,16,1,0,1,1,0,1
36,0,4,1,68,1,1,0,1,1,1
7,1,1,10,55,1,0,1,1,1,1
22,1,5,6,57,0,0,1,0,0,1
10,1,2,6,82,0,0,1,0,1,1
39,1,8,7,3,1,0,1,1,0,1
15,1,4,1,54,0,1,1,1,1,1
15,1,1,3,48,1,0,0,1,1,1
4,1,10,9,37,1,1,0,1,0,1
32,1,7,2,44,0,1,1,1,0,1
23,0,2,5,29,1,1,0,1,1,1
6,0,3,3,95,0,0,1,0,1,1
24,1,9,5,36,1,1,0,0,1,1
20,1,9,7,55,1,1,0,0,0,1
37,1,2,1,26,0,0,0,0,0,1
20,1,3,3,31,0,1,1,1,1,1
12,0,9,6,10,0,1,0,1,0,1
33,0,1,7,57,1,0,0,0,1,1
28,0,2,10,76,1,0,1,0,0,1
8,0,2,3,34,1,0,0,1,1,1
1,1,10,4,16,1,0,0,0,0,1
37,1,3,6,29,1,0,1,0,0,1
22,1,10,5,17,0,0,0,1,1,1
6,0,3,9,100,0,0,1,0,1,1
21,1,10,1,29,1,1,1,1,1,1
32,1,2,5,89,0,0,1,0,1,1
35,0,8,1,15,0,0,1,1,0,1
15,0,8,8,74,1,1,0,1,0,1
5,0,8,7,53,0,1,1,1,1,1
46,0,2,5,3,1,0,0,0,0,1
50,0,9,6,14,1,1,1,0,1,1
48,1,7,4,75,0,0,1,0,0,1
6,1,5,9,26,0,1,0,0,0,1
25,0,7,3,3,1,0,1,1,1,1
46,1,8,2,34,1,1,1,0,1,1
40,1,9,7,84,1,0,1,1,1,1
29,1,2,2,62,0,1,1,0,1,1
7,1,6,6,99,1,1,0,1,1,1
40,0,9,8,65,1,1,1,1,1,1
13,1,6,3,38,1,1,0,1,0,1
38,1,2,3,27,1,0,1,0,0,1
18,1,1,3,33,0,0,1,0,0,1
2,0,3,1,32,1,1,0,1,1,1
8,1,5,9,49,0,1,0,0,0,1
11,0,7,5,59,1,1,0,1,1,1
33,0,10,9,71,1,1,1,0,0,1
38,0,10,5,71,1,0,1,0,1,1
48,0,3,7,41,1,0,0,0,0,1
27,1,9,1,85,0,0,1,0,0,1
20,0,10,9,90,0,0,1,1,1,1
12,0,4,1,27,0,0,0,0,1,1
43,0,10,4,74,1,0,0,0,1,1
31,0,2,7,26,1,1,0,0,1,1
27,0,3,9,0,0,1,1,1,0,1
32,1,5,1,91,0,1,0,1,1,1
10,0,3,6,90,0,0,0,1,1,1
3,1,5,10,7,1,0,1,1,1,1
45,1,4,5,45,1,0,0,1,0,1
27,0,10,3,23,0,0,1,1,1,1
35,1,3,10,39,0,1,0,0,1,1
31,1,6,2,50,0,1,0,1,0,1
15,1,8,1,99,1,0,1,1,1,1
16,0,4,2,23,1,0,0,0,1,1
13,0,9,4,21,1,0,0,0,1,1
49,0,6,6,73,1,0,0,0,0,1
35,0,5,5,67,1,1,1,0,1,1
11,0,3,4,7,0,1,1,1,1,1
21,0,5,8,57,0,0,0,1,0,1
11,0,5,7,14,1,1,1,1,0,1
30,1,4,4,7,0,0,1,1,0,1
48,1,6,10,92,1,0,1,0,0,1
35,0,3,5,41,0,1,1,1,1,1
22,1,10,10,38,0,1,0,1,1,1
38,0,1,5,34,0,1,0,0,0,1
31,0,7,3,40,1,1,0,0,0,1
14,0,7,9,47,0,1,0,0,1,1
24,1,4,5,77,1,0,1,1,0,1
50,0,9,10,95,0,0,0,1,0,1
49,0,2,2,70,0,0,0,0,1,1
32,0,1,4,43,0,0,0,0,0,1
36,0,3,4,96,0,0,0,1,1,1
32,1,7,5,34,0,1,0,1,1,1
15,0,9,8,26,0,0,0,0,0,1
43,1,2,5,64,1,1,1,1,0,1
35,1,6,1,69,1,1,1,1,0,1
3,0,3,2,65,1,0,0,1,1,1
16,0,5,3,70,1,0,0,0,0,1
5,1,9,3,71,1,0,0,0,0,1
21,1,3,10,62,1,1,1,0,1,1
10,1,1,6,92,0,0,1,0,1,1
19,1,5,9,79,0,1,0,0,0,1
25,0,1,10,28,0,0,0,1,1,1
4,1,8,1,30,1,0,1,0,1,1
29,1,7,6,63,1,0,0,1,0,1
19,1,2,9,85,0,1,0,1,1,1
43,1,9,4,52,0,1,1,0,0,1
2,0,5,10,73,0,1,1,0,1,1
10,0,7,3,67,0,0,1,0,0,1
43,0,4,6,24,1,0,0,0,0,1
25,1,1,6,12,0,1,1,0,0,1
20,1,8,2,80,1,0,1,1,1,1
48,0,1,5,39,1,1,0,0,1,1
19,0,3,1,71,0,0,1,1,1,1
23,1,6,9,86,1,1,1,0,0,1
24,0,8,9,6,1,0,1,0,0,1
11,1,8,3,31,0,1,0,1,1,1
46,1,2,5,23,1,0,0,0,0,1
34,1,9,3,0,1,1,1,0,0,1
28,1,4,7,46,0,1,0,1,1,1
5,1,4,1,50,0,1,0,0,0,1
5,1,2,5,35,0,0,0,0,1,1
21,0,1,6,26,0,1,1,0,1,1
12,0,10,7,69,0,0,0,0,0,1
50,0,7,3,41,1,1,0,0,1,1
4,1,10,7,94,0,1,0,1,1,1
49,0,3,4,75,0,1,1,1,0,1
42,1,4,10,89,1,1,0,0,1,1
20,1,9,6,88,1,0,0,1,1,1
38,1,6,5,67,1,0,0,1,0,1
25,1,1,4,69,0,1,0,0,0,1
14,0,9,6,12,0,0,1,0,1,1
11,0,9,3,24,0,0,0,1,1,1
32,0,5,3,94,1,1,1,1,1,1
11,1,8,5,21,0,0,0,1,0,1
18,0,7,5,98,1,0,1,0,1,1
27,0,8,9,20,1,0,0,1,1,1
18,0,9,4,14,1,0,1,1,0,1
23,1,2,5,66,1,0,1,1,1,1
11,0,10,9,36,1,1,1,0,0,1
21,1,5,4,44,1,0,0,1,0,1
44,0,8,3,25,0,0,1,0,0,1
5,1,3,7,80,1,1,0,0,0,1
23,0,6,7,54,0,1,1,0,1,1
41,0,6,8,49,1,1,0,1,0,1
25,0,7,4,34,1,0,0,0,0,1
41,1,3,4,40,1,1,1,0,0,1
10,0,8,9,71,1,0,0,1,0,1
22,0,8,10,10,1,1,0,0,1,1
19,1,9,7,87,1,1,1,0,1,1
1,1,8,3,7,1,0,0,0,0,1
7,1,3,9,53,0,1,0,0,1,1
4,1,6,5,93,1,1,0,0,0,1
1,0,9,4,0,0,1,1,0,0,1
15,0,1,1,97,1,0,0,1,1,1
40,1,3,9,19,1,1,1,1,0,1
12,0,2,6,99,0,0,1,0,1,1
22,1,8,2,33,0,0,1,0,0,1
22,0,6,7,56,1,1,1,1,0,1
50,1,10,3,97,0,1,0,1,0,1
47,0,8,6,12,1,1,0,0,1,1
17,1,2,8,53,0,1,0,0,0,1
29,1,6,3,52,0,1,0,0,0,1
46,0,7,5,51,0,1,0,1,0,1
14,0,8,6,5,0,0,1,1,1,1
50,0,9,1,35,0,1,1,1,0,1
20,1,5,10,24,1,1,1,0,1,1
50,0,3,7,90,0,0,0,1,1,1
48,1,2,4,57,0,1,1,0,1,1
33,0,8,10,54,0,0,0,0,1,1
43,0,1,7,94,1,0,0,0,0,1
15,1,10,7,2,1,0,0,1,0,1
12,1,6,5,27,0,1,1,1,1,1
40,0,2,8,67,1,0,1,0,1,1
20,1,3,8,80,1,1,1,0,0,1
30,1,8,5,37,1,0,1,0,0,1
38,0,1,5,33,0,0,1,1,0,1
3,1,6,7,83,0,0,0,1,0,1
28,0,3,6,12,1,1,1,0,1,1
26,0,6,4,4,1,1,1,0,0,1
30,1,3,2,59,0,0,1,1,1,1
13,0,8,8,87,0,1,0,0,0,1
13,1,5,3,16,1,0,1,0,1,1
2,0,4,2,56,0,0,1,1,1,1
37,1,9,10,30,1,1,0,1,0,1
49,1,5,7,91,0,0,1,1,1,1
38,1,4,10,64,0,0,0,0,0,1
2,1,8,6,65,0,1,0,0,1,1
36,1,8,8,32,0,0,1,1,1,1
26,0,8,6,92,1,0,1,1,0,1
11,0,4,7,3,0,1,1,0,1,1
8,1,1,2,81,0,0,0,1,0,1
44,0,2,10,54,0,0,1,1,0,1
40,1,4,2,23,0,1,0,1,1,1
43,1,10,6,31,0,0,0,0,0,1
22,0,2,9,72,1,1,1,1,1,1
20,0,10,3,46,1,1,1,0,0,1
8,1,3,10,15,0,1,0,1,0,1
29,1,9,8,20,1,1,1,0,1,1
40,1,9,5,93,0,0,0,0,1,1
26,1,9,6,66,1,1,1,1,1,1
30,1,7,6,96,0,0,1,0,0,1
17,1,4,10,30,0,0,1,0,0,1
20,0,1,3,13,1,1,1,1,0,1
16,1,3,5,5,0,1,0,0,1,1
46,1,8,1,68,0,1,0,1,1,1
43,0,4,2,28,0,0,0,1,1,1
7,1,10,10,54,0,0,0,0,0,1
16,1,10,3,36,0,0,0,0,1,1
45,0,2,4,58,1,1,0,0,1,1
47,1,8,9,35,1,0,1,0,1,1
48,0,7,1,84,1,1,1,1,0,1
27,1,10,3,75,1,1,0,1,1,1
23,0,9,3,58,0,0,0,1,0,1
24,0,2,6,86,0,1,0,0,1,1
9,0,5,5,77,1,0,0,1,1,1
35,1,6,3,63,0,0,0,1,0,1
20,1,2,4,42,1,0,0,1,1,1
37,0,2,7,41,0,0,1,0,1,1
42,0,10,3,73,0,1,1,0,0,1
17,1,4,9,59,1,0,0,0,1,1
47,1,8,8,61,1,1,0,0,0,1
31,1,5,2,63,1,0,1,1,1,1
8,1,9,5,90,1,0,1,0,1,1
15,1,4,4,57,1,1,1,1,1,1
31,0,3,5,1,1,0,1,0,1,1
30,1,10,3,77,1,0,1,1,1,1
46,0,8,10,70,0,0,0,0,0,1
20,1,1,1,80,1,1,1,1,1,1
39,0,9,8,83,1,0,1,1,0,1
12,0,4,9,7,1,0,1,0,0,1
49,1,9,8,55,0,0,1,0,0,1
17,0,8,4,83,0,1,1,0,1,1
42,0,3,2,35,0,1,1,0,1,1
30,0,3,4,68,1,1,1,0,0,1
29,0,9,9,12,0,1,1,0,0,1
19,1,3,10,38,1,0,1,0,0,1
46,0,4,9,80,1,1,1,0,1,1
11,1,9,5,5,0,1,1,1,0,1
34,0,4,5,18,1,1,0,1,0,1
50,1,3,10,24,0,1,1,0,1,1
7,1,7,3,2,0,0,1,1,0,1
44,1,6,6,52,0,0,0,1,0,1
34,0,1,7,27,0,1,1,0,0,1
20,1,10,10,25,1,1,1,0,0,1
50,1,8,9,46,0,1,1,1,0,1
38,0,1,7,7,0,1,0,0,1,1
24,1,4,3,56,1,0,0,1,1,1
10,0,6,7,54,1,0,0,0,1,1
32,0,6,1,78,0,1,1,1,0,1
15,1,7,2,0,0,1,0,0,0,1
37,0,5,4,39,0,1,1,1,1,1
20,0,5,7,22,0,1,0,0,1,1
3,0,4,9,99,1,1,1,1,1,1
37,1,6,5,53,0,1,0,1,1,1
40,0,7,8,41,1,1,0,0,0,1
8,0,10,7,79,1,0,1,1,0,1
40,0,10,5,49,1,0,1,1,1,1
44,1,1,3,3,0,0,1,0,1,1
23,0,9,3,7,0,1,1,1,1,1
40,1,8,6,35,1,0,1,1,0,1
11,0,7,10,9,0,1,0,1,1,1
46,1,9,4,29,1,1,1,0,1,1
8,1,3,3,99,1,1,1,1,0,1
29,1,10,4,15,0,0,1,0,0,1
30,0,4,3,29,0,0,0,1,0,1
10,0,7,10,63,1,1,1,0,0,1
39,0,6,6,73,1,0,0,1,1,1
28,1,2,7,10,1,0,1,0,0,1
49,0,2,4,33,0,0,1,1,1,1
36,0,10,3,79,0,0,1,1,0,1
13,1,7,3,54,0,1,0,0,1,1
32,0,9,3,82,1,1,1,1,1,1
36,0,9,9,3,0,0,1,1,1,1
37,1,7,3,48,1,0,0,1,0,1
26,1,8,3,43,1,0,1,0,0,1
22,0,10,8,30,0,1,0,0,0,1
4,1,3,4,47,1,0,1,1,1,1
31,0,1,7,98,1,1,1,0,0,1
18,0,7,3,97,1,0,0,1,0,1
38,0,8,8,25,0,0,1,0,0,1
24,0,2,3,69,1,1,1,0,0,1
23,0,9,5,96,1,1,1,0,1,1
22,1,4,1,90,0,1,0,1,0,1
2,1,10,5,11,1,1,1,1,1,1
31,0,9,6,44,0,0,1,0,1,1
11,1,3,7,7,0,1,0,0,0,1
28,1,8,2,8,1,1,1,0,1,1
46,0,2,2,0,1,1,1,0,0,1
32,1,3,9,4,0,0,1,1,0,1
5,1,1,10,70,1,1,0,0,0,1
38,0,5,1,81,1,0,1,0,0,1
10,0,4,2,53,1,0,1,0,0,1
40,0,1,2,23,1,1,0,0,0,1
46,0,10,10,25,0,0,0,1,1,1
24,0,9,7,9,0,1,0,1,0,1
35,0,6,6,60,1,0,1,1,1,1
44,0,6,9,39,0,0,0,1,1,1
48,1,2,7,43,0,1,1,0,0,1
23,0,7,3,11,0,1,1,1,0,1
17,1,9,3,21,1,0,0,1,0,1
1,1,6,1,26,0,1,1,0,1,1
31,0,8,8,66,0,1,0,1,1,1
31,1,5,1,81,0,0,0,1,0,1
42,1,2,2,68,0,0,0,1,1,1
42,1,4,7,13,0,0,0,1,1,1
34,0,1,1,24,1,1,1,1,1,1
9,1,1,4,51,1,0,1,1,1,1
22,1,6,9,94,0,1,1,0,0,1
13,0,2,8,84,1,0,0,0,1,1
25,1,6,8,58,0,1,0,0,0,1
48,1,1,3,37,1,1,1,0,1,1
18,1,10,5,19,1,0,0,1,1,1
12,1,3,4,77,1,0,1,1,1,1
40,1,9,8,19,1,1,0,1,1,1
17,0,2,7,55,1,0,0,1,0,1
15,1,8,7,100,1,0,1,1,0,1
42,0,6,10,29,1,1,1,0,0,1
15,1,6,10,40,0,1,1,0,0,1
15,0,7,7,83,0,0,0,0,0,1
39,0,5,1,70,0,0,1,1,0,1
13,0,4,7,62,0,0,1,0,0,1
17,1,6,4,68,0,0,0,1,1,1
32,1,8,3,94,1,0,0,0,0,1
9,1,4,5,28,1,1,0,0,1,1
40,1,5,2,78,1,0,0,1,0,1
20,1,7,8,88,0,1,0,0,0,1
26,0,6,9,76,1,0,1,1,0,1
27,0,4,5,43,1,0,0,0,0,1
21,0,4,3,87,0,0,1,1,0,1
18,1,10,10,78,0,1,0,0,1,1
13,1,4,7,87,1,0,0,1,1,1
16,0,1,1,89,1,1,0,0,1,1
9,1,5,10,82,1,1,0,1,0,1
12,1,8,3,56,1,0,1,0,0,1
44,0,7,9,23,0,0,1,1,1,1
38,0,5,2,18,0,0,1,1,0,1
19,1,3,9,16,0,0,0,0,1,1
7,1,1,1,68,1,1,1,1,1,1
35,0,7,4,60,1,1,1,1,0,1
48,1,3,10,3,0,0,1,1,0,1
18,0,4,6,21,1,1,1,1,0,1
16,0,5,7,73,1,0,1,1,1,1
39,0,8,3,84,0,1,0,0,0,1
4,1,7,9,88,0,0,0,0,0,1
25,0,9,4,5,1,0,0,0,0,1
32,0,3,5,29,0,1,0,1,0,1
40,1,10,8,92,1,1,1,1,1,1
13,0,1,3,74,1,1,1,1,1,1
45,1,1,8,10,1,0,1,1,0,1
17,1,10,1,47,1,1,1,1,0,1
49,1,1,8,45,1,0,0,0,1,1
37,0,2,10,26,1,0,1,1,0,1
6,0,2,8,18,0,0,1,0,1,1
19,1,7,6,85,0,0,1,0,0,1
13,1,9,5,91,1,1,1,1,0,1
26,1,8,9,58,1,0,0,1,1,1
14,0,4,6,67,1,0,1,0,0,1
31,1,2,1,100,0,0,0,0,0,1
4,1,3,6,53,1,1,0,1,1,1
39,1,10,1,82,0,1,1,1,0,1
8,0,5,6,16,0,1,0,0,0,1
25,1,9,3,49,1,0,0,0,0,1
13,0,8,6,39,0,1,1,0,0,1
32,0,3,6,99,0,1,1,0,1,1
38,1,9,1,86,0,0,0,0,1,1
38,1,10,9,91,1,0,1,1,1,1
28,1,3,8,10,0,1,1,1,0,1
30,0,10,2,13,1,1,0,1,1,1
3,0,8,2,12,0,0,0,0,0,1
28,0,1,5,87,0,1,0,1,0,1
3,1,4,10,79,0,0,1,1,1,1
45,0,4,2,27,0,0,0,1,1,1
34,1,6,1,93,0,0,1,0,0,1
16,1,2,2,43,1,0,0,1,0,1
22,1,7,5,62,1,1,0,1,1,1
32,0,5,10,60,0,0,0,0,1,1
38,0,10,7,90,0,0,0,1,1,1
8,0,6,5,16,0,1,1,0,1,1
8,1,6,1,49,0,1,0,0,0,1
6,0,6,7,25,1,1,1,0,1,1
14,0,10,6,6,1,0,1,0,1,1
32,1,8,7,98,0,0,1,0,0,1
35,1,10,2,78,1,0,0,1,0,1
10,0,4,5,15,0,1,1,1,1,1
3,1,10,8,84,0,1,1,1,0,1
12,0,8,7,16,1,0,0,1,1,1
49,1,9,6,89,1,0,0,0,1,1
31,1,4,6,34,0,0,0,1,0,1
29,0,1,1,83,0,1,0,1,1,1
5,1,3,1,83,0,1,1,0,1,1
25,1,1,7,22,1,0,0,0,1,1
41,1,7,3,68,0,1,0,0,1,1
31,0,1,6,8,1,1,0,1,0,1
21,1,4,5,86,0,1,0,0,0,1
20,1,1,3,17,1,1,0,0,0,1
39,0,2,6,92,1,0,1,0,1,1
22,0,1,3,74,1,0,1,0,0,1
4,1,5,8,47,0,1,0,1,1,1
13,1,7,7,71,0,1,0,1,0,1
45,1,3,9,90,0,0,1,0,1,1
42,0,8,5,65,1,1,0,1,1,1
50,1,5,1,22,1,1,1,1,0,1
49,0,5,10,84,1,0,1,0,1,1
20,0,5,8,9,1,1,1,0,0,1
13,1,8,2,37,1,0,1,1,1,1
17,1,2,6,58,1,1,0,0,0,1
36,0,2,1,67,1,1,0,1,0,1
33,1,8,6,84,0,1,0,0,0,1
1,1,9,4,100,1,1,0,1,0,1
15,0,10,5,42,1,1,0,1,1,1
13,1,10,10,11,1,1,1,1,1,1
17,0,2,7,52,1,1,1,1,1,1
24,1,4,6,13,1,1,0,0,0,1
8,0,8,1,51,0,0,1,0,0,1
50,0,2,9,83,1,0,1,1,1,1
27,1,4,6,71,1,0,1,0,0,1
45,0,10,6,90,1,0,1,0,1,1
23,0,1,9,100,0,1,0,1,0,1
46,1,2,10,60,1,0,0,1,0,1
8,1,7,5,40,1,0,1,1,0,1
8,1,1,6,20,0,1,1,1,1,1
26,0,1,6,47,1,1,0,1,0,1
47,0,2,7,55,1,1,0,1,1,1
13,0,4,9,34,0,1,0,1,0,1
39,1,7,5,43,0,1,0,0,1,1
37,0,4,5,38,0,0,1,0,1,1
49,0,5,4,14,1,1,1,1,1,1
28,1,4,10,11,1,1,1,0,0,1
25,0,4,4,97,1,1,0,1,1,1
16,1,9,8,7,1,0,1,1,1,1
2,1,6,2,100,1,1,0,0,1,1
18,1,3,10,93,0,1,1,1,1,1
17,0,6,8,66,1,0,1,0,1,1
30,0,7,2,93,0,0,0,1,1,1
39,0,7,1,92,1,1,0,1,1,1
13,1,8,10,0,0,0,1,0,0,1
32,1,4,9,79,0,0,1,1,1,1
50,1,1,8,41,1,1,1,1,0,1
29,0,6,6,30,0,0,0,1,1,1
46,0,8,4,73,1,0,0,1,1,1
30,0,5,2,29,1,1,0,0,1,1
18,0,3,8,42,0,0,0,0,1,1
13,0,4,3,25,0,0,1,0,1,1
43,1,8,10,11,1,1,0,0,1,1
21,0,6,4,58,1,1,1,0,0,1
30,1,5,5,68,1,0,0,0,0,1
21,1,9,4,72,1,0,1,1,0,1
48,0,10,8,10,0,0,0,0,1,1
17,1,3,9,46,1,0,1,0,1,1
40,0,7,1,22,0,0,0,1,1,1
19,0,9,2,80,1,1,1,0,0,1
15,1,4,4,42,1,0,0,1,0,1
9,0,10,1,76,1,0,1,1,1,1
10,0,10,6,80,0,1,0,0,1,1
44,1,3,5,86,0,1,0,1,1,1
31,1,1,7,38,0,0,1,1,0,1
23,1,9,6,72,1,0,1,0,0,1
30,1,1,3,81,1,1,0,1,0,1
33,1,2,5,54,0,0,0,0,1,1
9,1,9,3,17,1,1,0,1,1,1
47,0,5,9,93,0,1,0,1,1,1
1,0,4,2,41,0,1,0,1,0,1
44,0,9,6,25,1,1,0,0,0,1
35,1,9,9,17,0,0,0,1,1,1
11,0,2,10,84,1,1,1,0,0,1
34,1,3,7,40,1,0,1,0,0,1
16,0,3,5,41,0,1,1,0,0,1
9,1,5,2,32,1,0,1,1,0,1
32,0,3,2,42,0,0,0,1,1,1
15,1,10,4,13,0,1,0,1,0,1
12,1,6,10,54,0,0,0,0,1,1
33,1,2,2,57,1,0,0,0,1,1
45,1,6,8,9,0,0,0,0,0,1
14,0,6,10,27,1,1,0,0,0,1
8,0,2,7,13,0,0,1,1,0,1
8,1,6,7,82,1,0,0,0,0,1
27,1,6,3,25,0,1,0,0,0,1
12,1,6,7,73,0,1,0,1,1,1
1,0,5,8,16,1,0,0,1,0,1
43,1,7,5,33,0,1,0,0,1,1
40,1,5,1,13,0,1,0,1,1,1
42,0,1,1,25,1,1,0,0,0,1
11,1,9,4,33,1,0,1,1,1,1
39,1,3,2,82,0,1,1,1,0,1
43,0,2,7,23,0,1,1,1,1,1
31,1,10,3,94,1,1,1,0,1,1
17,1,6,4,69,0,0,0,1,0,1
33,0,8,9,19,1,1,1,0,0,1
32,1,2,2,38,1,0,1,0,1,1
29,0,4,8,44,0,1,0,1,1,1
21,1,2,1,33,1,0,1,0,0,1
21,1,9,3,21,1,1,0,0,0,1
40,1,10,4,70,0,1,1,1,0,1
23,1,2,6,32,0,0,1,1,1,1
6,1,10,1,5,0,0,1,0,0,1
22,0,2,8,15,0,1,0,0,1,1
50,1,5,2,71,1,1,0,0,0,1
38,1,5,5,22,1,1,1,0,0,1
37,0,7,6,17,1,0,1,1,1,1
45,0,1,8,13,0,1,0,0,1,1
8,1,2,3,49,1,1,0,1,0,1
41,0,6,9,60,0,1,1,0,1,1
49,1,2,5,35,1,0,1,0,0,1
35,0,4,8,14,0,1,1,1,1,1
11,0,10,4,4,0,0,1,1,1,1
24,1,6,9,52,1,0,0,1,1,1
49,0,7,8,47,0,1,1,0,0,1
21,1,10,5,78,1,0,0,1,0,1
2,0,5,3,10,1,0,0,0,0,1
40,0,8,1,1,1,1,0,0,0,1
19,0,6,5,86,1,1,0,1,1,1
39,1,5,5,23,0,1,0,0,1,1
28,1,4,4,81,1,0,0,0,0,1
17,0,6,10,67,1,0,0,0,1,1
6,1,6,10,78,1,0,0,1,0,1
19,1,6,8,11,0,1,0,0,1,1
38,1,1,3,58,1,0,1,0,0,1
28,0,6,10,66,0,1,0,0,1,1
2,1,1,9,31,1,1,1,0,0,1
38,0,5,3,35,1,0,0,1,1,1
37,0,7,4,20,1,0,0,1,1,1
4,0,1,6,69,1,0,1,0,0,1
22,0,1,9,65,1,1,0,0,0,1
26,0,6,10,8,0,0,0,0,1,1
49,1,7,2,75,0,1,1,0,1,1
43,1,6,2,43,1,0,1,1,0,1
36,0,5,2,58,1,1,0,1,0,1
13,1,6,5,23,1,0,0,1,1,1
32,1,3,6,62,0,0,1,1,0,1
17,1,9,3,77,1,1,0,1,0,1
41,1,5,3,40,0,0,0,1,1,1
36,1,2,2,75,1,0,0,0,0,1
46,1,10,6,90,1,1,1,0,1,1
19,1,10,1,73,1,0,0,0,0,1
35,0,7,9,1,0,0,1,1,0,1
46,0,3,10,94,1,1,0,0,0,1
40,0,1,4,27,0,0,0,0,1,1
28,1,3,2,15,1,0,0,0,0,1
1,1,9,6,58,0,1,1,1,1,1
42,0,5,5,0,0,0,1,1,1,1
18,1,7,3,85,1,0,1,0,1,1
48,1,3,3,0,0,1,0,0,0,1
40,0,4,5,30,1,0,0,1,0,1
33,0,1,4,21,1,0,1,1,0,1
12,0,3,5,97,1,0,1,0,1,1
8,1,7,2,75,1,1,1,1,1,1
24,1,4,1,58,0,0,0,1,1,1
16,1,2,5,86,1,0,0,0,1,1
50,0,5,1,27,0,1,1,0,0,1
4,0,5,3,75,1,1,0,0,1,1
38,1,2,8,26,0,0,0,1,0,1
44,0,6,8,86,1,0,1,0,1,1
27,0,10,9,0,0,1,0,0,1,1
9,1,4,1,1,1,1,1,1,1,1
47,0,1,4,94,1,1,1,1,1,1
16,0,3,6,65,1,0,1,0,1,1
12,0,9,7,48,0,1,1,0,0,1
31,1,10,5,88,1,0,1,0,0,1
24,1,7,7,18,1,0,0,1,1,1
14,0,6,10,27,0,0,1,1,0,1
45,1,1,8,69,0,1,1,0,0,1
25,1,9,10,38,1,1,0,0,1,1
34,1,9,6,18,0,1,0,1,1,1
3,0,1,4,63,0,1,1,1,1,1
24,1,6,1,57,1,0,1,0,1,1
42,0,7,5,16,0,0,1,1,1,1
9,0,2,10,69,0,1,1,1,1,1
26,1,10,10,78,0,0,0,0,1,1
20,0,8,10,85,1,1,1,1,0,1
40,1,8,4,40,0,0,1,1,0,1
10,1,6,5,97,1,0,1,1,0,1
19,0,9,4,4,1,1,1,1,0,1
3,0,3,9,22,0,0,0,0,0,1
24,1,2,3,68,1,0,0,1,0,1
5,1,2,3,9,1,0,1,1,0,1
3,1,6,10,67,1,1,1,0,0,1
27,1,7,7,11,1,0,1,1,1,1
16,0,6,2,9,0,0,0,0,1,1
49,0,3,9,59,1,0,1,1,0,1
15,0,5,8,29,1,1,0,1,0,1
35,1,8,6,23,1,0,0,1,1,1
12,0,6,9,68,0,1,1,0,0,1
41,0,2,3,12,0,1,0,1,0,1
44,0,7,4,99,1,0,0,0,0,1
26,0,8,7,8,1,0,1,0,0,1
47,1,4,1,17,0,0,1,1,1,1
34,0,1,1,34,0,0,0,1,0,1
23,0,2,1,94,0,0,0,0,0,1
31,0,4,8,87,1,0,0,0,1,1
50,0,7,6,3,0,1,1,0,1,1
20,1,2,3,40,0,0,0,0,0,1
12,1,6,10,25,1,0,1,0,1,1
23,0,2,7,43,1,1,0,0,1,1
4,1,7,6,41,0,0,1,0,0,1
23,1,2,5,9,1,0,0,0,1,1
48,1,3,3,72,1,1,0,0,1,1
48,1,9,4,0,1,1,1,1,0,1
1,0,4,1,53,0,0,1,0,1,1
25,1,5,9,15,1,1,0,0,0,1
2,1,9,5,45,1,1,0,0,0,1
30,0,7,2,12,1,1,0,0,0,1
3,0,8,9,63,1,1,0,1,0,1
21,0,3,7,77,1,0,1,0,1,1
25,0,4,8,86,1,1,0,1,1,1
20,1,7,3,54,1,0,1,1,1,1
49,0,4,7,62,1,0,1,1,1,1
22,1,2,1,17,1,1,1,1,0,1
21,1,10,6,60,0,0,1,0,1,1
33,0,6,10,91,1,1,1,1,0,1
38,0,9,6,19,1,1,1,0,0,1
15,1,2,10,64,1,1,0,0,0,1
46,1,1,6,63,1,1,0,0,1,1
15,0,8,3,75,1,0,1,1,1,1
46,0,1,6,90,1,0,0,1,0,1
25,0,1,3,63,0,1,1,0,1,1
21,1,3,10,12,1,1,1,1,1,1
24,1,5,9,67,1,0,1,1,0,1
5,0,9,7,88,0,0,0,1,1,1
6,1,10,4,69,0,1,0,0,0,1
49,0,2,3,56,0,1,0,1,1,1
43,1,1,6,44,1,1,1,0,1,1
48,1,1,9,85,1,0,0,1,1,1
44,0,8,3,37,1,1,1,1,0,1
47,0,10,8,53,1,1,1,1,0,1
23,0,10,6,35,1,0,0,0,1,1
4,1,10,4,66,1,1,1,1,1,1
27,1,2,5,78,0,1,1,0,0,1
18,0,9,3,10,1,0,1,0,0,1
